3MUSNWHuUwk	NA	394.0	Why Honey Could Save Your Child's Life (Button Battery Emergency)| EMT First Aid
LWnv0v6EmMg	NA	176.0	How to Use an EpiPen — Adrenaline Auto-Injectors Explained in 3 Minutes (Part 4 of 4)
2LWIBHu92GU	NA	226.0	Anaphylaxis Danger Signs: The ABC Check (Part 3 of 4)
AeoNUi7TdK4	NA	262.0	Allergy or Emergency? What Anaphylaxis Looks Like (Part 2 of 4)
rypQMhWPVbA	NA	208.0	Benedict’s Law Explained: Allergy & Anaphylaxis Training for Schools (Part 1 of 4)
OujRt98x730	NA	460.0	Unconscious Child in Paediatric First Aid – 2025 CPR Update | EMT First Aid Kent & London
FkcLpI5c2rI	NA	200.0	The Ages of a casualty - New 2025 guidelines
TF77qEDHbZs	NA	218.0	Infant/Baby CPR – NEW Guidelines 2026 Update | Step-by-Step Guide
hE2K8PYrsAE	NA	277.0	Child CPR – NEW Guidelines 2026 Update | Step-by-Step Guide
ccDPTLFu9Po	NA	428.0	Unconscious Adult 2025 Update – Primary & Secondary Survey + Recovery Position
7vyIPgiQ_q4	NA	179.0	Unresponsive Infant – Recovery Position 2025 Guidelines (Call EMS Immediately)
TvfNpdy1dnY	NA	270.0	CPR Q&A: Expert Answers to Your Most Common Questions
VFFFs_Rfrm8	NA	322.0	Severe Allergic Reaction – 2025 First Aid Updates (New Nasal Spray & Second Epipen Use)
eUTolocCpl8	NA	58.0	Infant/baby Choking 2025 Update – First Aid Response Explained
h7rkT9HBVic	NA	111.0	Child Choking 2025 Update – First Aid Response Explained
FbvdPMM1KW8	NA	338.0	Adult Choking 2025 Update – First Aid Techniques Explained
1iitr96cQvQ	NA	124.0	AED Pad Placement for Infants/baby – 2025 CPR Guideline Changes
7iY5HeYI2nY	NA	237.0	AED Pad Placement for Children & Adolescents – 2025 CPR Guideline Changes
rkYJQycMoPM	NA	180.0	Adult CPR & AED Pad Placement – 2025 Update (What’s Changed?
7pbZ9yTSp40	NA	219.0	Adult CPR 2025 Update – Unresponsive Casualty & When to Call EMS
64_dM_esM70	NA	200.0	2025 Resuscitation Update: Changes to Casualty Age Categories Explained
SGIfqYsi8IQ	NA	302.0	Anaphylaxis Explained: Signs, Symptoms & EpiPen Use
2UgA2PPRvg0	NA	313.0	CPR & AED for Adults – Step-by-Step & Why It Matters
pu0feSX4qh8	NA	416.0	Animal Bites and Insects
x3mtGd_3S7U	NA	322.0	Unconscious Person Found – What Happens Next Will Save a Life
X5bsNQVCG2A	NA	250.0	What is a Heart Attack? How can I help?
lBMCoYm5lHg	NA	137.0	Woman are less likely to receive CPR than males!
qJn9dQ90EEc	NA	182.0	How to use a pocket mask when performing CPR on a adult
qRKfULTvvCU	NA	153.0	The most asked question on First aid courses - do I have to perform rescue breaths?
bX3BX_JvtEQ	NA	292.0	How much is too much blood to loose? Bleeding Questions answered
dnYRZ2wVTgk	NA	250.0	What is angina vs Heart attack |  Adult First Aid  | EMT First Aid Training |
OqG4sKqxbe4	NA	232.0	How to deal with emergency ambulance on the road |  EMT First Aid Training |
mlWdZtWAIVU	NA	293.0	Diabetes |  Adult First Aid  | EMT First Aid Training |
gL2iE0wYm8w	NA	383.0	How to help with a fracture |  Adult First Aid  | EMT First Aid Training
_HLNzXRSDDo	NA	461.0	How to help remove an object from ears, nose and eyes |  Adult First Aid  | EMT First Aid Training
ba5_cInKwr0	NA	385.0	How to help someone having a seizure |  Adult First Aid  | EMT First Aid Training |
8aZnwUp1cdY	NA	538.0	How to perform CPR on Adult, Child and Infant |  Adult First Aid  | EMT First Aid Training |
qEJgTCwi1Fc	NA	285.0	How to help when someone is too hot |  Adult First Aid  | EMT First Aid Training |
ohKowP1Posc	NA	628.0	How to help Concussion in Sport |  Adult First Aid  | EMT First Aid Training |
jkqhEFe6U78	NA	341.0	Treatment of chest injuries |  Adult First Aid  | EMT First Aid Training |
OksH_PU7hkE	NA	237.0	Ticks |  Adult First Aid  | EMT First Aid Training |
beHVR8CXP0s	NA	181.0	Child CPR and Using an AED | Child First Aid  | EMT First Aid Training |
HMu5AJhKQG4	NA	414.0	Head Injuries |  Adult First Aid  | EMT First Aid Training |
V6v9H6YyX64	NA	388.0	Panic Attacks |  Adult First Aid  | EMT First Aid Training
NPUU72Lybis	NA	413.0	Hyperventilation |  Adult First Aid  | EMT First Aid Training |
ezLmv6ksiAA	NA	275.0	Electrocution |  Adult First Aid  | EMT First Aid Training |
U-NimqP2Ev4	NA	272.0	Sprains and Strains |  Adult First Aid  | EMT First Aid Training
TxmcAMa-f8k	NA	588.0	What to do while waiting for an ambulance |  Adult First Aid  | EMT First Aid Training |
bgkl-WX0iBI	NA	348.0	Treatment of choking |  Adult First Aid  | EMT First Aid Training |
6Gz7Ae4REWI	NA	1116.0	What is in a First Aid kit |  Adult First Aid  | EMT First Aid Training |
8X9KNcKmK0E	NA	617.0	How to use pocket masks and face shields and PPE |  Adult First Aid  | EMT First Aid Training |
LsuB3zHBUcQ	NA	388.0	Heart Attacks vs Cardiac Arrest vs Respiratory Arrest |  Adult First Aid  | EMT First Aid Training
UuQFAQAaOQo	NA	436.0	Stroke |  Adult First Aid  | EMT First Aid Training |
KZPsywSMn1k	NA	446.0	How to check a pulse |  Adult First Aid  | EMT First Aid Training |
2dd_ci3gke0	NA	266.0	Heart Attack |  Adult First Aid  | EMT First Aid Training |
M34XghgOr98	NA	298.0	Are they breathing normally? |  Adult First Aid  | EMT First Aid Training |
suXW3Dx6XhI	NA	662.0	Sudden collapse |  Adult First Aid  | EMT First Aid Training |
z56UYadUtmA	NA	538.0	How to help someone in Cardiac Arrest |  Adult First Aid  | EMT First Aid Training |
F6zk05nTJ84	NA	177.0	Sickle Cell |  Adult First Aid  | EMT First Aid Training |
IlARGldNLnU	NA	387.0	How to set up What3words, medical ID, silent 55 and texting EMS on your smart phone
cdIV0PmYgkU	NA	290.0	CPR Question and Answer |  Adult First Aid  | EMT First Aid Training |
YqdzPfR_6q0	NA	390.0	What is Scarlet Fever  |  Child and Baby First Aid  | EMT First Aid Training |
R4-RQt80LiI	NA	494.0	What is Strep? |  Child and Baby First Aid  | EMT First Aid Training |
T6DuIKP-ze4	NA	651.0	Christmas special - First aid injuries |  Adult First Aid  | EMT First Aid Training
_doDuU-FzTY	NA	212.0	Hypothermia |  Adult First Aid  | EMT First Aid Training
fp-LwJ683Bg	NA	118.0	Meningitis |  Adult First Aid  | EMT First Aid Training |
w5eqBMoTGcE	NA	500.0	Poisoning |  Adult First Aid  | EMT First Aid Training |
kEGg-FEssqo	NA	407.0	Keeping safe while walking in the dark  | EMT First Aid Training |
MquhJS312ig	NA	83.0	How to treat a missing finger |  Adult First Aid  | EMT First Aid Training |
gW3gW-Zi2eE	NA	414.0	Head Injuries |  Adult First Aid  | EMT First Aid Training
UNjMo2W1M8Q	NA	213.0	Treatment of Small Cuts and Splinters | Adult First Aid  | EMT First Aid Training |
Q0mTprqWANI	NA	395.0	Epilepsy how to deal with a tonic clonic seizure|  Adult First Aid  | EMT First Aid Training |
ll41Y8PxW1I	NA	629.0	How to treat someone who is unresponsive but breathing | Adult First Aid  | EMT First Aid Training
cdNHeYQ2Knc	NA	272.0	How to treat a bleed |  Adult First Aid  | EMT First Aid Training |
JetIdXD7174	NA	387.0	Shock - Hypovolemic Shock|  Adult First Aid  | EMT First Aid Training
tFwJUPSU6Fw	NA	284.0	Bites and stings from the sea|  Adult First Aid  | EMT First Aid Training |
nrUJU3EhENY	NA	546.0	How to treat Burns |  Adult First Aid  | EMT First Aid Training |
5Ar9386jn_E	NA	416.0	Insect Bites and Stings |  Adult First Aid  | EMT First Aid Training |
7XV1LYZw5rg	NA	141.0	Spinal Recovery Position |  Adult First Aid  | EMT First Aid Training |
XkA0tL_mzH8	NA	178.0	Abdominal injuries |  Adult First Aid  | EMT First Aid Training |
YhOrf-oCDeQ	NA	871.0	Water and Beach Safety |  Water Safety  | EMT First Aid Training |
Mzf-sslc2Zo	NA	290.0	Heat Exhaustion and Heat Stroke|  Adult First Aid  | EMT First Aid Training |
Mip9CtRLVsg	NA	348.0	Ticks and Hairy Caterpillars |  Adult First Aid  | EMT First Aid Training |
-Nn4REfUcU4	NA	374.0	Using an auto injector pen on an orange (Epi Pen, Jext , Emerade) | EMT First Aid Training |
S4Mx6E4qf7o	NA	2661.0	Basic Life Support First Aid Training UK | EMT First Aid Training
DIlD4pA12KQ	NA	284.0	Drowning, Secondary and Dry |  Water Safety  | EMT First Aid Training |
bpA6uWkeuPA	NA	620.0	Recovery Position for Children and Infants |  Child and Baby First Aid  | EMT First Aid Training |
dTNTBWR09_Q	NA	435.0	Recovery Position |  Adult First Aid  | EMT First Aid Training |
TqH9dJq5fdg	NA	45.0	The Ultimate First Aid Course Promo |  EMTLearning Promo Videos  | EMT First Aid Training |
NMQo-0kbX84	NA	622.0	Snake Bites |  Health and Safety   | EMT First Aid Training |
u-b9IQ5P1Fo	NA	514.0	Ischemic + Hemorrhagic Strokes Symptoms and Treatment |  Adult First Aid  | EMT First Aid Training
nw6gXkFyUP4	NA	409.0	How to Help at a Car Accident — First Aid Guide 2025 | EMT First Aid Kent & London
jm1glxqteHU	NA	446.0	Choking Treatment |  Adult First Aid  | EMT First Aid Training |
s4IufLxUt8w	NA	270.0	Anaphylaxis |  Adult First Aid  | EMT First Aid Training |
Ihp_yKhF19g	NA	350.0	Hay fever and allergies|  Adult First Aid  | EMT First Aid Training |
D0DgNSQeF-w	NA	208.0	Using an AED with a child |  Child and Baby First Aid  | EMT First Aid Training |
nhHJ5EvFCu0	NA	196.0	How to use an AED |  Adult First Aid  | EMT First Aid Training |
l2vjgg9JoCs	NA	296.0	Dog CPR | Pet First Aid  | EMT First Aid Training
LnspZzbYZgw	NA	374.0	How to treat burns and scalds | Adult First Aid  | EMT First Aid Training |
1U4C5R3ZB5Y	NA	507.0	How to call an Ambulance |  Adult First Aid  | EMT First Aid Training |
F72rsnZUJRA	NA	135.0	First Aid Myths and Mistakes |  Adult First Aid  | EMT First Aid Training |
oQ3l0IESdYg	NA	271.0	Allergic Reactions |  Adult First Aid  | EMT First Aid Training |
IglOUCkTSLE	NA	247.0	How to treat a Fracture |  Adult First Aid  | EMT First Aid Training |
WBNLB4SUqZk	NA	369.0	How to treat someone having an Asthma attack |  Adult First Aid  | EMT First Aid Training
thsaqGJiuX8	NA	254.0	CPR on a child |  Child and Baby First Aid  | EMT First Aid Training |
6K5iEUWNI_8	NA	74.0	Child Choking Treatment | Child and Baby First Aid  | EMT First Aid Training |
DVjMfc8dHf4	NA	243.0	How to help a baby choking |  Child and Baby First Aid  | EMT First Aid Training |
2B9qqSP8nnc	NA	456.0	What to put inside your first aid kit  |  HSE BS 8599  |  EMT First Aid Training
euI745n29_0	NA	86.0	Bloopers - Filming with Family + Pets |  Adult First Aid  | EMT First Aid Training |
9oLjL4tPvsM	NA	48.0	Emergency Life Support |  E learning Promo Videos  | EMT First Aid Training |
LLt6q900Khg	NA	54.0	First Aid for Teenagers |  E Learning Promo Videos  | EMT First Aid Training |
wK1SxMB3dHQ	NA	49.0	The complete workplace first aid course |  E learning Promo Videos  | EMT First Aid Training |
1XcChCb6F-g	NA	55.0	Sport First Aid |  E learning promo videos| EMT First Aid Training |
bh-bCI2LCQ8	NA	57.0	Emergency Workplace Training  |  E learning Promo Videos | EMT First Aid Training |
5BYvnY0HjJM	NA	403.0	How to perform CPR with and without breathes |  Adult First Aid  | EMT First Aid Training |
nOgcUHPwWis	NA	201.0	How to use what 3 words | Adult First Aid  | EMT First Aid Training |
CXEpkirtk34	NA	238.0	How do you help a person with an Heart Attack  |  Adult First Aid  |  EMT First Aid Training
Al0IwfT9l-E	NA	416.0	Unconscious casualty face down |  Primary + secondary survey + Recovery position
kX-jg49XW-o	NA	104.0	How to Help a Choking Person  |  Adult First Aid  | EMT First Aid Training
J44ZYNJu3Eg	NA	76.0	What if you found someone having an Asthma Attacks  | EMT First Aid Training
LQQiAFlazp0	NA	79.0	Whats in a first aid kit | Workplace First Aid kits | Quick Guide
lfuEFfuSiwU	NA	651.0	Accidents and injuries at Christmas and how to deal with them | EMT First Aid Training
T2YB6ywU0wg	NA	497.0	How to be prepare for a storm (power) outage | Health and safety | EMT First Aid Training
r4cX7lgRNG8	NA	700.0	The best smart gadgets for a safer home | EMT First Aid Training
Mdbhw4gG_fo	NA	476.0	The dangers of button cell batteries when ingested | Adult First Aid | EMT First Aid Training
1ABCOJOkb2Y	NA	100.0	Button Cell Battery Experiment - The dangers | EMT First Aid Training
P3Xq0ctHdLE	NA	345.0	HOW to TREAT someone that has COLLAPSED | Unconscious casualty | recovery position
TVgoUgI8Auo	NA	65.0	Treatment of Burns and Scalds | EMT First Aid Training
mp5dovdH_oU	NA	266.0	Christian Eriksen sudden Cardiac Arrest in Euro 2020 | CPR and an AED saved his life
NWmp8Ecbpak	NA	1119.0	3.How and when to perform CPR and use an AED | Hero Award | EMT First Aid Training
epf17vwebpw	NA	836.0	4. Bleeding | Hero Award | EMT First Aid Training
Tmf-exzrsT8	NA	819.0	5 .Treatment of choking and anaphylaxis | Hero Award | EMT First Aid Training
DshtgvVJvSk	NA	1025.0	1. What is First Aid | Hero Award | EMT First Aid Training
8A55j118soI	NA	753.0	2. The recovery position and primary survey | Hero Award | EMT First Aid Training
MgxWA79o3LQ	NA	445.0	Keeping safe while walking , cycling , and jogging | EMT First Aid Training
iAZkCtgzl1k	NA	457.0	QCPR Family - Learn how to perform CPR with Laerdal QCPR manikins
RodoDiCP4dA	NA	221.0	How to set up medical ID and emergency SOS on an apple iPhone | EMT First Aid Training
R_ubV86k59Y	NA	289.0	What to pack in a holiday First Aid Kit.
hkV1lXsDIK4	NA	492.0	HOW and WHY you need to use an Defibrillator (AED)  |  Adult First Aid  | EMT First Aid Training
enxOqq26rWI	NA	228.0	How to perform CPR during the COVID 19 Pandemic  | New guidelines | EMT First Aid Training
rmvBTRTyXbw	NA	233.0	How to perform baby/infant CPR  | First Aid Training to save a life | EMT First Aid Training
ovrEqgEidi8	NA	493.0	Allergic reactions and Anaphylaxis  | Signs Symptoms and Treatment on Children and Adults
w3LxS5I_Sio	NA	55.0	First Aid E learning Courses. There is a course for everyone!
lr4yuicB5c0	NA	359.0	Pool safety Skills to teach children around water | water survival skills | EMT First Aid Training
V47ZNImxkJQ	NA	549.0	How to keep safe on the Beach | Water Safety | EMT First Aid Training
CJSUKx-L2GE	NA	411.0	How to stay safe in the sea | Water Safety | EMT First Aid Training
9vP2Wy-a_80	NA	257.0	How to perform CPR on a child (aged 1-18) | EMT First Aid Training
5bzqZ7ajeCQ	NA	280.0	What is a SPINAL injury, How do you get a SPINAL injury and HOW to treat a SPINAL injury.
N5QH0XF-Jsg	NA	252.0	The importance of Teaching children First Aid skills at home and school
Du-9QxITWvA	NA	291.0	How to treat an Adult that is Choking - What is choking? | EMT First Aid Training
KCGFeOcb1vk	NA	175.0	How to save a choking baby/infant | Treatment for choking | EMT First Aid Training
JxpVLxBsswI	NA	120.0	How to treat a child that is choking | Treatment for choking | EMT First Aid Training
I0f7UUQJ5PI	NA	262.0	How to perform CPR to an unconscious NOT BREATHING Adult casualty | EMT First Aid Training
qgg0pdGgKcY	NA	775.0	Back to School First Aid Special -Medications and Emergencies at School
bV1WWhv-_Ag	NA	283.0	What is ASTHMA and how to treat it as a FIRST AIDER
_TMfUynVsWI	NA	1301.0	Star 3   Childrens First Aid - Treatment of Choking and using an AED
mDcYGCIHCRo	NA	875.0	Childrens first aid Treatment of Bleeding - Star 1 of 5
jga4vqrJNSU	NA	1180.0	Star 2    CPR
iwNv8zOEYW4	NA	1145.0	Star 4 - Childrens First Aid - What is an Unconscious Casualty and how to treat them
swEw6M8HGSo	NA	1076.0	Star 5 Childrens First Aid Course - Learning about Burns and how to treat them
ubPJHTt4eKY	NA	49.0	promo
kYS-CJJj9mY	NA	60.0	How to use an AED (Automated External Defibrillator) - Quick tutorial
